LABEL,LEGEND_TEXT,LEGEND_SUPPRESS,TITLE_TEXT,TITLE_SUPPRESS,COLOR,ALPHA,FILL_ALPHA,LINESTYLE,LINEWIDTH,MARKER,SIZE
499,Iteration 499,FALSE,Iteration 499,FALSE,black,1,1,solid,1,.,2
500,Iteration 500,FALSE,Iteration 500,FALSE,black,1,1,solid,1,.,2
501,Iteration 501,FALSE,Iteration 501,FALSE,black,1,1,solid,1,.,2
502,Iteration 502,FALSE,Iteration 502,FALSE,black,1,1,solid,1,.,2
503,Iteration 503,FALSE,Iteration 503,FALSE,black,1,1,solid,1,.,2
504,Iteration 504,FALSE,Iteration 504,FALSE,black,1,1,solid,1,.,2
505,Iteration 505,FALSE,Iteration 505,FALSE,black,1,1,solid,1,.,2
506,Iteration 506,FALSE,Iteration 506,FALSE,black,1,1,solid,1,.,2
507,Iteration 507,FALSE,Iteration 507,FALSE,black,1,1,solid,1,.,2
508,Iteration 508,FALSE,Iteration 508,FALSE,black,1,1,solid,1,.,2
509,Iteration 509,FALSE,Iteration 509,FALSE,black,1,1,solid,1,.,2
510,Iteration 510,FALSE,Iteration 510,FALSE,black,1,1,solid,1,.,2
511,Iteration 511,FALSE,Iteration 511,FALSE,black,1,1,solid,1,.,2
512,Iteration 512,FALSE,Iteration 512,FALSE,black,1,1,solid,1,.,2
513,Iteration 513,FALSE,Iteration 513,FALSE,black,1,1,solid,1,.,2
514,Iteration 514,FALSE,Iteration 514,FALSE,black,1,1,solid,1,.,2
515,Iteration 515,FALSE,Iteration 515,FALSE,black,1,1,solid,1,.,2
516,Iteration 516,FALSE,Iteration 516,FALSE,black,1,1,solid,1,.,2
517,Iteration 517,FALSE,Iteration 517,FALSE,black,1,1,solid,1,.,2
518,Iteration 518,FALSE,Iteration 518,FALSE,black,1,1,solid,1,.,2
519,Iteration 519,FALSE,Iteration 519,FALSE,black,1,1,solid,1,.,2
520,Iteration 520,FALSE,Iteration 520,FALSE,black,1,1,solid,1,.,2
521,Iteration 521,FALSE,Iteration 521,FALSE,black,1,1,solid,1,.,2
522,Iteration 522,FALSE,Iteration 522,FALSE,black,1,1,solid,1,.,2
523,Iteration 523,FALSE,Iteration 523,FALSE,black,1,1,solid,1,.,2
524,Iteration 524,FALSE,Iteration 524,FALSE,black,1,1,solid,1,.,2
525,Iteration 525,FALSE,Iteration 525,FALSE,black,1,1,solid,1,.,2
526,Iteration 526,FALSE,Iteration 526,FALSE,black,1,1,solid,1,.,2
527,Iteration 527,FALSE,Iteration 527,FALSE,black,1,1,solid,1,.,2
528,Iteration 528,FALSE,Iteration 528,FALSE,black,1,1,solid,1,.,2
529,Iteration 529,FALSE,Iteration 529,FALSE,black,1,1,solid,1,.,2
530,Iteration 530,FALSE,Iteration 530,FALSE,black,1,1,solid,1,.,2
531,Iteration 531,FALSE,Iteration 531,FALSE,black,1,1,solid,1,.,2
532,Iteration 532,FALSE,Iteration 532,FALSE,black,1,1,solid,1,.,2
533,Iteration 533,FALSE,Iteration 533,FALSE,black,1,1,solid,1,.,2
534,Iteration 534,FALSE,Iteration 534,FALSE,black,1,1,solid,1,.,2
535,Iteration 535,FALSE,Iteration 535,FALSE,black,1,1,solid,1,.,2
536,Iteration 536,FALSE,Iteration 536,FALSE,black,1,1,solid,1,.,2
537,Iteration 537,FALSE,Iteration 537,FALSE,black,1,1,solid,1,.,2
538,Iteration 538,FALSE,Iteration 538,FALSE,black,1,1,solid,1,.,2
539,Iteration 539,FALSE,Iteration 539,FALSE,black,1,1,solid,1,.,2
540,Iteration 540,FALSE,Iteration 540,FALSE,black,1,1,solid,1,.,2
541,Iteration 541,FALSE,Iteration 541,FALSE,black,1,1,solid,1,.,2
542,Iteration 542,FALSE,Iteration 542,FALSE,black,1,1,solid,1,.,2
543,Iteration 543,FALSE,Iteration 543,FALSE,black,1,1,solid,1,.,2
544,Iteration 544,FALSE,Iteration 544,FALSE,black,1,1,solid,1,.,2
545,Iteration 545,FALSE,Iteration 545,FALSE,black,1,1,solid,1,.,2
546,Iteration 546,FALSE,Iteration 546,FALSE,black,1,1,solid,1,.,2
547,Iteration 547,FALSE,Iteration 547,FALSE,black,1,1,solid,1,.,2
548,Iteration 548,FALSE,Iteration 548,FALSE,black,1,1,solid,1,.,2
549,Iteration 549,FALSE,Iteration 549,FALSE,black,1,1,solid,1,.,2
550,Iteration 550,FALSE,Iteration 550,FALSE,black,1,1,solid,1,.,2
551,Iteration 551,FALSE,Iteration 551,FALSE,black,1,1,solid,1,.,2
552,Iteration 552,FALSE,Iteration 552,FALSE,black,1,1,solid,1,.,2
553,Iteration 553,FALSE,Iteration 553,FALSE,black,1,1,solid,1,.,2
554,Iteration 554,FALSE,Iteration 554,FALSE,black,1,1,solid,1,.,2
555,Iteration 555,FALSE,Iteration 555,FALSE,black,1,1,solid,1,.,2
556,Iteration 556,FALSE,Iteration 556,FALSE,black,1,1,solid,1,.,2
557,Iteration 557,FALSE,Iteration 557,FALSE,black,1,1,solid,1,.,2
558,Iteration 558,FALSE,Iteration 558,FALSE,black,1,1,solid,1,.,2
559,Iteration 559,FALSE,Iteration 559,FALSE,black,1,1,solid,1,.,2
560,Iteration 560,FALSE,Iteration 560,FALSE,black,1,1,solid,1,.,2
561,Iteration 561,FALSE,Iteration 561,FALSE,black,1,1,solid,1,.,2
562,Iteration 562,FALSE,Iteration 562,FALSE,black,1,1,solid,1,.,2
563,Iteration 563,FALSE,Iteration 563,FALSE,black,1,1,solid,1,.,2
564,Iteration 564,FALSE,Iteration 564,FALSE,black,1,1,solid,1,.,2
565,Iteration 565,FALSE,Iteration 565,FALSE,black,1,1,solid,1,.,2
566,Iteration 566,FALSE,Iteration 566,FALSE,black,1,1,solid,1,.,2
567,Iteration 567,FALSE,Iteration 567,FALSE,black,1,1,solid,1,.,2
568,Iteration 568,FALSE,Iteration 568,FALSE,black,1,1,solid,1,.,2
569,Iteration 569,FALSE,Iteration 569,FALSE,black,1,1,solid,1,.,2
570,Iteration 570,FALSE,Iteration 570,FALSE,black,1,1,solid,1,.,2
571,Iteration 571,FALSE,Iteration 571,FALSE,black,1,1,solid,1,.,2
572,Iteration 572,FALSE,Iteration 572,FALSE,black,1,1,solid,1,.,2
573,Iteration 573,FALSE,Iteration 573,FALSE,black,1,1,solid,1,.,2
574,Iteration 574,FALSE,Iteration 574,FALSE,black,1,1,solid,1,.,2
575,Iteration 575,FALSE,Iteration 575,FALSE,black,1,1,solid,1,.,2
576,Iteration 576,FALSE,Iteration 576,FALSE,black,1,1,solid,1,.,2
577,Iteration 577,FALSE,Iteration 577,FALSE,black,1,1,solid,1,.,2
578,Iteration 578,FALSE,Iteration 578,FALSE,black,1,1,solid,1,.,2
579,Iteration 579,FALSE,Iteration 579,FALSE,black,1,1,solid,1,.,2
580,Iteration 580,FALSE,Iteration 580,FALSE,black,1,1,solid,1,.,2
581,Iteration 581,FALSE,Iteration 581,FALSE,black,1,1,solid,1,.,2
582,Iteration 582,FALSE,Iteration 582,FALSE,black,1,1,solid,1,.,2
583,Iteration 583,FALSE,Iteration 583,FALSE,black,1,1,solid,1,.,2
584,Iteration 584,FALSE,Iteration 584,FALSE,black,1,1,solid,1,.,2
585,Iteration 585,FALSE,Iteration 585,FALSE,black,1,1,solid,1,.,2
586,Iteration 586,FALSE,Iteration 586,FALSE,black,1,1,solid,1,.,2
587,Iteration 587,FALSE,Iteration 587,FALSE,black,1,1,solid,1,.,2
588,Iteration 588,FALSE,Iteration 588,FALSE,black,1,1,solid,1,.,2
589,Iteration 589,FALSE,Iteration 589,FALSE,black,1,1,solid,1,.,2
590,Iteration 590,FALSE,Iteration 590,FALSE,black,1,1,solid,1,.,2
591,Iteration 591,FALSE,Iteration 591,FALSE,black,1,1,solid,1,.,2
592,Iteration 592,FALSE,Iteration 592,FALSE,black,1,1,solid,1,.,2
593,Iteration 593,FALSE,Iteration 593,FALSE,black,1,1,solid,1,.,2
594,Iteration 594,FALSE,Iteration 594,FALSE,black,1,1,solid,1,.,2
595,Iteration 595,FALSE,Iteration 595,FALSE,black,1,1,solid,1,.,2
596,Iteration 596,FALSE,Iteration 596,FALSE,black,1,1,solid,1,.,2
597,Iteration 597,FALSE,Iteration 597,FALSE,black,1,1,solid,1,.,2
598,Iteration 598,FALSE,Iteration 598,FALSE,black,1,1,solid,1,.,2
599,Iteration 599,FALSE,Iteration 599,FALSE,black,1,1,solid,1,.,2
600,Iteration 600,FALSE,Iteration 600,FALSE,black,1,1,solid,1,.,2
601,Iteration 601,FALSE,Iteration 601,FALSE,black,1,1,solid,1,.,2
602,Iteration 602,FALSE,Iteration 602,FALSE,black,1,1,solid,1,.,2
603,Iteration 603,FALSE,Iteration 603,FALSE,black,1,1,solid,1,.,2
604,Iteration 604,FALSE,Iteration 604,FALSE,black,1,1,solid,1,.,2
605,Iteration 605,FALSE,Iteration 605,FALSE,black,1,1,solid,1,.,2
606,Iteration 606,FALSE,Iteration 606,FALSE,black,1,1,solid,1,.,2
607,Iteration 607,FALSE,Iteration 607,FALSE,black,1,1,solid,1,.,2
608,Iteration 608,FALSE,Iteration 608,FALSE,black,1,1,solid,1,.,2
609,Iteration 609,FALSE,Iteration 609,FALSE,black,1,1,solid,1,.,2
610,Iteration 610,FALSE,Iteration 610,FALSE,black,1,1,solid,1,.,2
611,Iteration 611,FALSE,Iteration 611,FALSE,black,1,1,solid,1,.,2
612,Iteration 612,FALSE,Iteration 612,FALSE,black,1,1,solid,1,.,2
613,Iteration 613,FALSE,Iteration 613,FALSE,black,1,1,solid,1,.,2
614,Iteration 614,FALSE,Iteration 614,FALSE,black,1,1,solid,1,.,2
615,Iteration 615,FALSE,Iteration 615,FALSE,black,1,1,solid,1,.,2
616,Iteration 616,FALSE,Iteration 616,FALSE,black,1,1,solid,1,.,2
617,Iteration 617,FALSE,Iteration 617,FALSE,black,1,1,solid,1,.,2
618,Iteration 618,FALSE,Iteration 618,FALSE,black,1,1,solid,1,.,2
619,Iteration 619,FALSE,Iteration 619,FALSE,black,1,1,solid,1,.,2
620,Iteration 620,FALSE,Iteration 620,FALSE,black,1,1,solid,1,.,2
621,Iteration 621,FALSE,Iteration 621,FALSE,black,1,1,solid,1,.,2
622,Iteration 622,FALSE,Iteration 622,FALSE,black,1,1,solid,1,.,2
623,Iteration 623,FALSE,Iteration 623,FALSE,black,1,1,solid,1,.,2
624,Iteration 624,FALSE,Iteration 624,FALSE,black,1,1,solid,1,.,2
625,Iteration 625,FALSE,Iteration 625,FALSE,black,1,1,solid,1,.,2
626,Iteration 626,FALSE,Iteration 626,FALSE,black,1,1,solid,1,.,2
627,Iteration 627,FALSE,Iteration 627,FALSE,black,1,1,solid,1,.,2
628,Iteration 628,FALSE,Iteration 628,FALSE,black,1,1,solid,1,.,2
629,Iteration 629,FALSE,Iteration 629,FALSE,black,1,1,solid,1,.,2
630,Iteration 630,FALSE,Iteration 630,FALSE,black,1,1,solid,1,.,2
631,Iteration 631,FALSE,Iteration 631,FALSE,black,1,1,solid,1,.,2
632,Iteration 632,FALSE,Iteration 632,FALSE,black,1,1,solid,1,.,2
633,Iteration 633,FALSE,Iteration 633,FALSE,black,1,1,solid,1,.,2
634,Iteration 634,FALSE,Iteration 634,FALSE,black,1,1,solid,1,.,2
635,Iteration 635,FALSE,Iteration 635,FALSE,black,1,1,solid,1,.,2
636,Iteration 636,FALSE,Iteration 636,FALSE,black,1,1,solid,1,.,2
637,Iteration 637,FALSE,Iteration 637,FALSE,black,1,1,solid,1,.,2
638,Iteration 638,FALSE,Iteration 638,FALSE,black,1,1,solid,1,.,2
639,Iteration 639,FALSE,Iteration 639,FALSE,black,1,1,solid,1,.,2
640,Iteration 640,FALSE,Iteration 640,FALSE,black,1,1,solid,1,.,2
641,Iteration 641,FALSE,Iteration 641,FALSE,black,1,1,solid,1,.,2
642,Iteration 642,FALSE,Iteration 642,FALSE,black,1,1,solid,1,.,2
643,Iteration 643,FALSE,Iteration 643,FALSE,black,1,1,solid,1,.,2
644,Iteration 644,FALSE,Iteration 644,FALSE,black,1,1,solid,1,.,2
645,Iteration 645,FALSE,Iteration 645,FALSE,black,1,1,solid,1,.,2
646,Iteration 646,FALSE,Iteration 646,FALSE,black,1,1,solid,1,.,2
647,Iteration 647,FALSE,Iteration 647,FALSE,black,1,1,solid,1,.,2
648,Iteration 648,FALSE,Iteration 648,FALSE,black,1,1,solid,1,.,2
649,Iteration 649,FALSE,Iteration 649,FALSE,black,1,1,solid,1,.,2
650,Iteration 650,FALSE,Iteration 650,FALSE,black,1,1,solid,1,.,2
651,Iteration 651,FALSE,Iteration 651,FALSE,black,1,1,solid,1,.,2
652,Iteration 652,FALSE,Iteration 652,FALSE,black,1,1,solid,1,.,2
653,Iteration 653,FALSE,Iteration 653,FALSE,black,1,1,solid,1,.,2
654,Iteration 654,FALSE,Iteration 654,FALSE,black,1,1,solid,1,.,2
655,Iteration 655,FALSE,Iteration 655,FALSE,black,1,1,solid,1,.,2
656,Iteration 656,FALSE,Iteration 656,FALSE,black,1,1,solid,1,.,2
657,Iteration 657,FALSE,Iteration 657,FALSE,black,1,1,solid,1,.,2
658,Iteration 658,FALSE,Iteration 658,FALSE,black,1,1,solid,1,.,2
659,Iteration 659,FALSE,Iteration 659,FALSE,black,1,1,solid,1,.,2
660,Iteration 660,FALSE,Iteration 660,FALSE,black,1,1,solid,1,.,2
661,Iteration 661,FALSE,Iteration 661,FALSE,black,1,1,solid,1,.,2
662,Iteration 662,FALSE,Iteration 662,FALSE,black,1,1,solid,1,.,2
663,Iteration 663,FALSE,Iteration 663,FALSE,black,1,1,solid,1,.,2
664,Iteration 664,FALSE,Iteration 664,FALSE,black,1,1,solid,1,.,2
665,Iteration 665,FALSE,Iteration 665,FALSE,black,1,1,solid,1,.,2
666,Iteration 666,FALSE,Iteration 666,FALSE,black,1,1,solid,1,.,2
667,Iteration 667,FALSE,Iteration 667,FALSE,black,1,1,solid,1,.,2
668,Iteration 668,FALSE,Iteration 668,FALSE,black,1,1,solid,1,.,2
669,Iteration 669,FALSE,Iteration 669,FALSE,black,1,1,solid,1,.,2
670,Iteration 670,FALSE,Iteration 670,FALSE,black,1,1,solid,1,.,2
671,Iteration 671,FALSE,Iteration 671,FALSE,black,1,1,solid,1,.,2
672,Iteration 672,FALSE,Iteration 672,FALSE,black,1,1,solid,1,.,2
673,Iteration 673,FALSE,Iteration 673,FALSE,black,1,1,solid,1,.,2
674,Iteration 674,FALSE,Iteration 674,FALSE,black,1,1,solid,1,.,2
675,Iteration 675,FALSE,Iteration 675,FALSE,black,1,1,solid,1,.,2
676,Iteration 676,FALSE,Iteration 676,FALSE,black,1,1,solid,1,.,2
677,Iteration 677,FALSE,Iteration 677,FALSE,black,1,1,solid,1,.,2
678,Iteration 678,FALSE,Iteration 678,FALSE,black,1,1,solid,1,.,2
679,Iteration 679,FALSE,Iteration 679,FALSE,black,1,1,solid,1,.,2
680,Iteration 680,FALSE,Iteration 680,FALSE,black,1,1,solid,1,.,2
681,Iteration 681,FALSE,Iteration 681,FALSE,black,1,1,solid,1,.,2
682,Iteration 682,FALSE,Iteration 682,FALSE,black,1,1,solid,1,.,2
683,Iteration 683,FALSE,Iteration 683,FALSE,black,1,1,solid,1,.,2
684,Iteration 684,FALSE,Iteration 684,FALSE,black,1,1,solid,1,.,2
685,Iteration 685,FALSE,Iteration 685,FALSE,black,1,1,solid,1,.,2
686,Iteration 686,FALSE,Iteration 686,FALSE,black,1,1,solid,1,.,2
687,Iteration 687,FALSE,Iteration 687,FALSE,black,1,1,solid,1,.,2
688,Iteration 688,FALSE,Iteration 688,FALSE,black,1,1,solid,1,.,2
689,Iteration 689,FALSE,Iteration 689,FALSE,black,1,1,solid,1,.,2
690,Iteration 690,FALSE,Iteration 690,FALSE,black,1,1,solid,1,.,2
691,Iteration 691,FALSE,Iteration 691,FALSE,black,1,1,solid,1,.,2
692,Iteration 692,FALSE,Iteration 692,FALSE,black,1,1,solid,1,.,2
693,Iteration 693,FALSE,Iteration 693,FALSE,black,1,1,solid,1,.,2
694,Iteration 694,FALSE,Iteration 694,FALSE,black,1,1,solid,1,.,2
695,Iteration 695,FALSE,Iteration 695,FALSE,black,1,1,solid,1,.,2
696,Iteration 696,FALSE,Iteration 696,FALSE,black,1,1,solid,1,.,2
697,Iteration 697,FALSE,Iteration 697,FALSE,black,1,1,solid,1,.,2
698,Iteration 698,FALSE,Iteration 698,FALSE,black,1,1,solid,1,.,2
699,Iteration 699,FALSE,Iteration 699,FALSE,black,1,1,solid,1,.,2
700,Iteration 700,FALSE,Iteration 700,FALSE,black,1,1,solid,1,.,2
701,Iteration 701,FALSE,Iteration 701,FALSE,black,1,1,solid,1,.,2
702,Iteration 702,FALSE,Iteration 702,FALSE,black,1,1,solid,1,.,2
703,Iteration 703,FALSE,Iteration 703,FALSE,black,1,1,solid,1,.,2
704,Iteration 704,FALSE,Iteration 704,FALSE,black,1,1,solid,1,.,2
705,Iteration 705,FALSE,Iteration 705,FALSE,black,1,1,solid,1,.,2
706,Iteration 706,FALSE,Iteration 706,FALSE,black,1,1,solid,1,.,2
707,Iteration 707,FALSE,Iteration 707,FALSE,black,1,1,solid,1,.,2
708,Iteration 708,FALSE,Iteration 708,FALSE,black,1,1,solid,1,.,2
709,Iteration 709,FALSE,Iteration 709,FALSE,black,1,1,solid,1,.,2
710,Iteration 710,FALSE,Iteration 710,FALSE,black,1,1,solid,1,.,2
711,Iteration 711,FALSE,Iteration 711,FALSE,black,1,1,solid,1,.,2
712,Iteration 712,FALSE,Iteration 712,FALSE,black,1,1,solid,1,.,2
713,Iteration 713,FALSE,Iteration 713,FALSE,black,1,1,solid,1,.,2
714,Iteration 714,FALSE,Iteration 714,FALSE,black,1,1,solid,1,.,2
715,Iteration 715,FALSE,Iteration 715,FALSE,black,1,1,solid,1,.,2
716,Iteration 716,FALSE,Iteration 716,FALSE,black,1,1,solid,1,.,2
717,Iteration 717,FALSE,Iteration 717,FALSE,black,1,1,solid,1,.,2
718,Iteration 718,FALSE,Iteration 718,FALSE,black,1,1,solid,1,.,2
719,Iteration 719,FALSE,Iteration 719,FALSE,black,1,1,solid,1,.,2
720,Iteration 720,FALSE,Iteration 720,FALSE,black,1,1,solid,1,.,2
721,Iteration 721,FALSE,Iteration 721,FALSE,black,1,1,solid,1,.,2
722,Iteration 722,FALSE,Iteration 722,FALSE,black,1,1,solid,1,.,2
723,Iteration 723,FALSE,Iteration 723,FALSE,black,1,1,solid,1,.,2
724,Iteration 724,FALSE,Iteration 724,FALSE,black,1,1,solid,1,.,2
725,Iteration 725,FALSE,Iteration 725,FALSE,black,1,1,solid,1,.,2
726,Iteration 726,FALSE,Iteration 726,FALSE,black,1,1,solid,1,.,2
727,Iteration 727,FALSE,Iteration 727,FALSE,black,1,1,solid,1,.,2
728,Iteration 728,FALSE,Iteration 728,FALSE,black,1,1,solid,1,.,2
729,Iteration 729,FALSE,Iteration 729,FALSE,black,1,1,solid,1,.,2
730,Iteration 730,FALSE,Iteration 730,FALSE,black,1,1,solid,1,.,2
731,Iteration 731,FALSE,Iteration 731,FALSE,black,1,1,solid,1,.,2
732,Iteration 732,FALSE,Iteration 732,FALSE,black,1,1,solid,1,.,2
733,Iteration 733,FALSE,Iteration 733,FALSE,black,1,1,solid,1,.,2
734,Iteration 734,FALSE,Iteration 734,FALSE,black,1,1,solid,1,.,2
735,Iteration 735,FALSE,Iteration 735,FALSE,black,1,1,solid,1,.,2
736,Iteration 736,FALSE,Iteration 736,FALSE,black,1,1,solid,1,.,2
737,Iteration 737,FALSE,Iteration 737,FALSE,black,1,1,solid,1,.,2
738,Iteration 738,FALSE,Iteration 738,FALSE,black,1,1,solid,1,.,2
739,Iteration 739,FALSE,Iteration 739,FALSE,black,1,1,solid,1,.,2
740,Iteration 740,FALSE,Iteration 740,FALSE,black,1,1,solid,1,.,2
741,Iteration 741,FALSE,Iteration 741,FALSE,black,1,1,solid,1,.,2
742,Iteration 742,FALSE,Iteration 742,FALSE,black,1,1,solid,1,.,2
743,Iteration 743,FALSE,Iteration 743,FALSE,black,1,1,solid,1,.,2
744,Iteration 744,FALSE,Iteration 744,FALSE,black,1,1,solid,1,.,2
745,Iteration 745,FALSE,Iteration 745,FALSE,black,1,1,solid,1,.,2
746,Iteration 746,FALSE,Iteration 746,FALSE,black,1,1,solid,1,.,2
747,Iteration 747,FALSE,Iteration 747,FALSE,black,1,1,solid,1,.,2
748,Iteration 748,FALSE,Iteration 748,FALSE,black,1,1,solid,1,.,2
749,Iteration 749,FALSE,Iteration 749,FALSE,black,1,1,solid,1,.,2
750,Iteration 750,FALSE,Iteration 750,FALSE,black,1,1,solid,1,.,2
751,Iteration 751,FALSE,Iteration 751,FALSE,black,1,1,solid,1,.,2
752,Iteration 752,FALSE,Iteration 752,FALSE,black,1,1,solid,1,.,2
753,Iteration 753,FALSE,Iteration 753,FALSE,black,1,1,solid,1,.,2
754,Iteration 754,FALSE,Iteration 754,FALSE,black,1,1,solid,1,.,2
755,Iteration 755,FALSE,Iteration 755,FALSE,black,1,1,solid,1,.,2
756,Iteration 756,FALSE,Iteration 756,FALSE,black,1,1,solid,1,.,2
757,Iteration 757,FALSE,Iteration 757,FALSE,black,1,1,solid,1,.,2
758,Iteration 758,FALSE,Iteration 758,FALSE,black,1,1,solid,1,.,2
759,Iteration 759,FALSE,Iteration 759,FALSE,black,1,1,solid,1,.,2
760,Iteration 760,FALSE,Iteration 760,FALSE,black,1,1,solid,1,.,2
761,Iteration 761,FALSE,Iteration 761,FALSE,black,1,1,solid,1,.,2
762,Iteration 762,FALSE,Iteration 762,FALSE,black,1,1,solid,1,.,2
763,Iteration 763,FALSE,Iteration 763,FALSE,black,1,1,solid,1,.,2
764,Iteration 764,FALSE,Iteration 764,FALSE,black,1,1,solid,1,.,2
765,Iteration 765,FALSE,Iteration 765,FALSE,black,1,1,solid,1,.,2
766,Iteration 766,FALSE,Iteration 766,FALSE,black,1,1,solid,1,.,2
767,Iteration 767,FALSE,Iteration 767,FALSE,black,1,1,solid,1,.,2
768,Iteration 768,FALSE,Iteration 768,FALSE,black,1,1,solid,1,.,2
769,Iteration 769,FALSE,Iteration 769,FALSE,black,1,1,solid,1,.,2
770,Iteration 770,FALSE,Iteration 770,FALSE,black,1,1,solid,1,.,2
771,Iteration 771,FALSE,Iteration 771,FALSE,black,1,1,solid,1,.,2
772,Iteration 772,FALSE,Iteration 772,FALSE,black,1,1,solid,1,.,2
773,Iteration 773,FALSE,Iteration 773,FALSE,black,1,1,solid,1,.,2
774,Iteration 774,FALSE,Iteration 774,FALSE,black,1,1,solid,1,.,2
775,Iteration 775,FALSE,Iteration 775,FALSE,black,1,1,solid,1,.,2
776,Iteration 776,FALSE,Iteration 776,FALSE,black,1,1,solid,1,.,2
777,Iteration 777,FALSE,Iteration 777,FALSE,black,1,1,solid,1,.,2
778,Iteration 778,FALSE,Iteration 778,FALSE,black,1,1,solid,1,.,2
779,Iteration 779,FALSE,Iteration 779,FALSE,black,1,1,solid,1,.,2
780,Iteration 780,FALSE,Iteration 780,FALSE,black,1,1,solid,1,.,2
781,Iteration 781,FALSE,Iteration 781,FALSE,black,1,1,solid,1,.,2
782,Iteration 782,FALSE,Iteration 782,FALSE,black,1,1,solid,1,.,2
783,Iteration 783,FALSE,Iteration 783,FALSE,black,1,1,solid,1,.,2
784,Iteration 784,FALSE,Iteration 784,FALSE,black,1,1,solid,1,.,2
785,Iteration 785,FALSE,Iteration 785,FALSE,black,1,1,solid,1,.,2
786,Iteration 786,FALSE,Iteration 786,FALSE,black,1,1,solid,1,.,2
787,Iteration 787,FALSE,Iteration 787,FALSE,black,1,1,solid,1,.,2
788,Iteration 788,FALSE,Iteration 788,FALSE,black,1,1,solid,1,.,2
789,Iteration 789,FALSE,Iteration 789,FALSE,black,1,1,solid,1,.,2
790,Iteration 790,FALSE,Iteration 790,FALSE,black,1,1,solid,1,.,2
791,Iteration 791,FALSE,Iteration 791,FALSE,black,1,1,solid,1,.,2
792,Iteration 792,FALSE,Iteration 792,FALSE,black,1,1,solid,1,.,2
793,Iteration 793,FALSE,Iteration 793,FALSE,black,1,1,solid,1,.,2
794,Iteration 794,FALSE,Iteration 794,FALSE,black,1,1,solid,1,.,2
795,Iteration 795,FALSE,Iteration 795,FALSE,black,1,1,solid,1,.,2
796,Iteration 796,FALSE,Iteration 796,FALSE,black,1,1,solid,1,.,2
797,Iteration 797,FALSE,Iteration 797,FALSE,black,1,1,solid,1,.,2
798,Iteration 798,FALSE,Iteration 798,FALSE,black,1,1,solid,1,.,2
799,Iteration 799,FALSE,Iteration 799,FALSE,black,1,1,solid,1,.,2
800,Iteration 800,FALSE,Iteration 800,FALSE,black,1,1,solid,1,.,2
801,Iteration 801,FALSE,Iteration 801,FALSE,black,1,1,solid,1,.,2
802,Iteration 802,FALSE,Iteration 802,FALSE,black,1,1,solid,1,.,2
803,Iteration 803,FALSE,Iteration 803,FALSE,black,1,1,solid,1,.,2
804,Iteration 804,FALSE,Iteration 804,FALSE,black,1,1,solid,1,.,2
805,Iteration 805,FALSE,Iteration 805,FALSE,black,1,1,solid,1,.,2
806,Iteration 806,FALSE,Iteration 806,FALSE,black,1,1,solid,1,.,2
807,Iteration 807,FALSE,Iteration 807,FALSE,black,1,1,solid,1,.,2
808,Iteration 808,FALSE,Iteration 808,FALSE,black,1,1,solid,1,.,2
809,Iteration 809,FALSE,Iteration 809,FALSE,black,1,1,solid,1,.,2
810,Iteration 810,FALSE,Iteration 810,FALSE,black,1,1,solid,1,.,2
811,Iteration 811,FALSE,Iteration 811,FALSE,black,1,1,solid,1,.,2
812,Iteration 812,FALSE,Iteration 812,FALSE,black,1,1,solid,1,.,2
813,Iteration 813,FALSE,Iteration 813,FALSE,black,1,1,solid,1,.,2
814,Iteration 814,FALSE,Iteration 814,FALSE,black,1,1,solid,1,.,2
815,Iteration 815,FALSE,Iteration 815,FALSE,black,1,1,solid,1,.,2
816,Iteration 816,FALSE,Iteration 816,FALSE,black,1,1,solid,1,.,2
817,Iteration 817,FALSE,Iteration 817,FALSE,black,1,1,solid,1,.,2
818,Iteration 818,FALSE,Iteration 818,FALSE,black,1,1,solid,1,.,2
819,Iteration 819,FALSE,Iteration 819,FALSE,black,1,1,solid,1,.,2
820,Iteration 820,FALSE,Iteration 820,FALSE,black,1,1,solid,1,.,2
821,Iteration 821,FALSE,Iteration 821,FALSE,black,1,1,solid,1,.,2
822,Iteration 822,FALSE,Iteration 822,FALSE,black,1,1,solid,1,.,2
823,Iteration 823,FALSE,Iteration 823,FALSE,black,1,1,solid,1,.,2
824,Iteration 824,FALSE,Iteration 824,FALSE,black,1,1,solid,1,.,2
825,Iteration 825,FALSE,Iteration 825,FALSE,black,1,1,solid,1,.,2
826,Iteration 826,FALSE,Iteration 826,FALSE,black,1,1,solid,1,.,2
827,Iteration 827,FALSE,Iteration 827,FALSE,black,1,1,solid,1,.,2
828,Iteration 828,FALSE,Iteration 828,FALSE,black,1,1,solid,1,.,2
829,Iteration 829,FALSE,Iteration 829,FALSE,black,1,1,solid,1,.,2
830,Iteration 830,FALSE,Iteration 830,FALSE,black,1,1,solid,1,.,2
831,Iteration 831,FALSE,Iteration 831,FALSE,black,1,1,solid,1,.,2
832,Iteration 832,FALSE,Iteration 832,FALSE,black,1,1,solid,1,.,2
833,Iteration 833,FALSE,Iteration 833,FALSE,black,1,1,solid,1,.,2
834,Iteration 834,FALSE,Iteration 834,FALSE,black,1,1,solid,1,.,2
835,Iteration 835,FALSE,Iteration 835,FALSE,black,1,1,solid,1,.,2
836,Iteration 836,FALSE,Iteration 836,FALSE,black,1,1,solid,1,.,2
837,Iteration 837,FALSE,Iteration 837,FALSE,black,1,1,solid,1,.,2
